timestamp,sender,receiver,amount,fee,fraud
2025-08-31 13:27:57.222006,0xf5e7de56,0x24f14c09,36.63474591616854,0.009070731502780566,0
2025-09-01 03:58:26.222006,0xc72b0ba9,0xac3c1a38,131.18247957967216,0.0012669775990992542,0
2025-09-08 20:50:37.222006,0x9641159f,0x182e3104,18.487051895475844,0.008321929957969031,0
2025-08-21 18:17:33.222006,0x536cf2b6,0xeeef089d,58.7809775387505,0.009074503553722597,0
2025-08-14 03:16:24.222006,0x957483b9,0xd712283d,80.04006613864186,0.008746574085411702,0
2025-08-17 01:15:02.222006,0x8c31c4e6,0xd69a3be8,48.243773463246214,0.0014199422873491705,0
2025-08-21 11:52:59.222006,0x5df7452a,0xe2835262,20.31158466921911,0.00434359099821717,0
2025-08-27 23:03:12.222006,0x4fae3ce6,0xd75d6fbc,46.66107098095095,0.009970976104296848,0
2025-09-06 15:38:32.222006,0x63cc977d,0x8fc34eae,92.13672374086498,0.004507012447534368,0
2025-09-01 01:36:21.222006,0x7d03d556,0x6c54dd7f,12.160994166592623,0.004361059243861622,0
2025-08-20 21:54:15.222006,0x7d889a3c,0x8a3c113a,55.43362515922728,0.008965746931478343,0
2025-08-21 15:01:14.222006,0xf4a2b945,0x7c0081c9,21.74181360471983,0.008196632455975617,0
2025-08-17 08:44:48.222006,0x1f475258,0xaa7e8f3a,55.36060573571785,0.0027417063043228473,0
2025-08-18 03:50:32.222006,0xfd04ca52,0x7e3e5352,10.920818973547842,0.0056804656308811425,0
2025-08-14 10:57:23.222006,0xc6a6e32c,0xb9e501b2,206.53880401260324,0.005300345321959899,0
2025-08-22 11:58:27.222006,0x7e3e5352,0xf00c7b37,36.76934969665124,0.0011063341512543535,0
2025-09-06 09:10:55.222006,0xeefa9f21,0xec7b1e46,32.561346627100804,0.003971399657559303,0
2025-09-07 14:54:32.222006,0x6910f4d3,0x7e2a7ab1,74.63654107123574,0.007051350201428359,0
2025-09-06 14:09:50.222006,0x57dd8ab7,0x7523c472,87.72793095272587,0.0019469578320083156,0
2025-09-03 14:48:34.222006,0x1f475258,0x3d2a91fd,3.66879117341624,0.0034976617972743954,0
2025-08-13 19:23:06.222006,0x7dab6518,0xbdd30f3c,42.836380123188,0.006660042965816157,0
2025-08-25 13:21:20.222006,0xf171beed,0x83b9376b,41.78391882523215,0.005835886307811268,0
2025-08-17 09:13:57.222006,0xc09495b2,0x68d49f2c,20.790748141936184,0.009203009412977213,0
2025-08-12 02:20:17.222006,0x4f71af0e,0x8f3236d8,3.842721265966134,0.006142274766626105,0
2025-08-28 11:37:40.222006,0x57972d9a,0xf6dcce1c,110.96369050351755,0.008880458395948244,0
2025-08-30 13:19:21.222006,0x8622c5c3,0xa9ae128f,84.1153073177043,0.008381104077894549,0
2025-08-26 07:24:12.222006,0xd46ffc2b,0x2d9981c1,0.8784719446699343,0.00326830240121511,0
2025-08-19 13:36:40.222006,0x979d589e,0x11d4111a,32.22998725980407,0.008578686060934478,0
2025-08-12 20:11:09.222006,0x19d1bdcb,0x83b9376b,47.487882848535854,0.0030710926607801572,0
2025-08-19 00:53:54.222006,0xa264bfcf,0xc72b0ba9,55.912891392050724,0.0019348690428337232,0
2025-09-06 15:47:21.222006,0x05931d28,0xd0f0b119,172.76745603347499,0.004048299227429565,0
2025-08-22 04:34:20.222006,0x970b8311,0x6e1c7b2f,0.2003712828633445,0.007787423249565679,0
2025-08-29 03:02:50.222006,0x05481f36,0x90782bbe,72.64427762310933,0.007089168597711706,0
2025-09-05 01:44:18.222006,0xc8efc30e,0x2e09a2e3,30.269003895317994,0.009134277531615907,0
2025-08-11 22:12:16.222006,0x34b0b9eb,0xc2cd8173,12.806399664380951,0.003940101797223338,0
2025-08-12 15:36:18.222006,0x667f8e7a,0xc1cc96ec,7.973473708491211,0.008764056247913293,0
2025-09-02 04:37:38.222006,0x542a2b34,0xe8ec80a3,2.0455643248223865,0.005002966998955067,0
2025-09-02 20:45:24.222006,0x957483b9,0x62f9710b,16.450042132241656,0.006508108181241234,0
2025-08-12 09:17:22.222006,0x26d6f456,0xd68ac296,0.13765051337722886,0.00826487825484512,0
2025-08-25 12:37:02.222006,0x9d519261,0xcfe3bc59,36.180572062803016,0.003099746077273391,0
2025-09-08 14:08:21.222006,0x29471439,0x37245ec5,26.04855481232698,0.009150108897550267,0
2025-08-30 16:11:09.222006,0x29140d8a,0x3f0e4893,59.96113706035489,0.00829831506878475,0
2025-08-12 17:16:59.222006,0xc4e8839b,0xcc1c21ad,34.71690650786669,0.009832663588009362,0
2025-08-21 14:20:02.222006,0xef1473e8,0x0e827a97,39.18164789035693,0.001516817512120673,0
2025-08-22 15:45:20.222006,0xc67fb10b,0xdce6532e,136.7582718081494,0.0020529310743189204,0
2025-08-11 05:07:40.222006,0xd712283d,0xa7177728,116.64567955232118,0.00341492636274085,0
2025-08-10 14:27:00.222006,0xe5176b63,0xd0f0b119,81.11607845973755,0.004808626781526009,0
2025-08-18 16:51:11.222006,0x2d2d4063,0x4f68dcea,5.495450580703918,0.009048542561337504,0
2025-08-17 14:44:46.222006,0xd69a3be8,0x223e4ad0,1.814070554539884,0.0032793768195109817,0
2025-08-25 15:47:30.222006,0x649dead4,0xd69a3be8,19.753372411212574,0.0017504354197898102,0
2025-08-30 09:02:00.222006,0x167ae1bf,0x975d9e7e,2.961385235700781,0.0016567335527090227,0
2025-08-22 23:22:03.222006,0x72da69b8,0x9de3b373,19.718266205413737,0.0030455947555668383,0
2025-08-21 22:49:17.222006,0xbb3639dd,0x5f776be0,60.685845559186326,0.0028254167125343578,0
2025-08-15 13:01:00.222006,0x14783909,0xa7177728,0.3887653002754798,0.003949171899774614,0
2025-08-24 04:20:58.222006,0x4c463bcb,0xd75d6fbc,23.004426461114956,0.005655903524961208,0
2025-09-05 05:46:42.222006,0x983ceaad,0x90ede99f,32.44086770376197,0.006511354392881654,0
2025-08-12 05:11:24.222006,0xa9399e15,0x9ffbc443,78.67815049594691,0.001952572068824872,0
2025-08-14 19:44:55.222006,0x560a5d4f,0x82015956,62.283981727344774,0.004331158896173047,0
2025-08-25 10:27:41.222006,0x0cb5924f,0xaa77d05e,116.7466978466944,0.002535787860569292,0
2025-09-04 16:19:24.222006,0x11d4111a,0x5f30124f,24.219663773293608,0.0014349677487687465,0
2025-08-29 03:02:53.222006,0xcc1c21ad,0x8a3c113a,121.59188904647532,0.008753795974062721,0
2025-08-16 14:15:56.222006,0x0e827a97,0x6403aef7,218.28360296173415,0.0046658121418923565,0
2025-08-10 23:20:40.222006,0xf7dbae1a,0xa9253e2e,88.56885418556818,0.006522577972833894,0
